X1900376;1;OR;2;2019-04-10T08:02:44;COMPLETE;-;;353802086555184/353804084211000/353842081869636/353844081664843/353845089070164/353845089292198/359205074009921/359209073102042/359212075523991;
X1900353;1;OR;2;2019-04-10T08:00:31;COMPLETE;-;;359484088978450;
X1900361;1;OR;2;2019-04-10T08:01:15;COMPLETE;-;;353843081232973/355313080674102/355317080617789/355323080610030;
X1900375;1;OR;2;2019-04-10T08:02:39;COMPLETE;-;;353805081836269/353805082986576/353842081274761/355317081730516/355321080532972/359212075160661;
X1900378;1;OR;2;2019-04-10T08:03:04;COMPLETE;-;;353803083228965/353805081332897/353805083007182/353842081267898/355315083967979/355324080688562/355328081595676/355328081958551/359206072776222/359212075323764/353804081830984/353805083168943/353841082917931/353843081090223/353843088785981/353844088857911/355321080599815/355326080076847/355332080667163/359202073581695/353843081874683/355315083991524/355323080111187/359206072988132;
X1900352;1;OR;2;2019-04-10T08:00:26;COMPLETE;-;;359484088978682;
X1900362;1;OR;2;2019-04-10T08:01:24;COMPLETE;-;;353803089865984;
X1900374;1;OR;2;2019-04-10T08:02:34;COMPLETE;-;;353803082267063/353803084296656/353842081882951/353842083830271/353843081352557;
X1900355;1;OR;2;2019-04-10T08:00:41;COMPLETE;-;;356562085915451;
X1900363;1;OR;2;2019-04-10T08:01:30;COMPLETE;-;;355324081877792;
X1900368;1;OR;2;2019-04-10T08:01:57;COMPLETE;-;;359206073416844;
X1900354;1;OR;2;2019-04-10T08:00:36;COMPLETE;-;;355332082547181;
X1900369;1;OR;2;2019-04-10T08:02:04;COMPLETE;-;;353805089720853;
X1900365;1;OR;2;2019-04-10T08:01:41;COMPLETE;-;;355320082847230;
X1900356;1;OR;2;2019-04-10T08:00:47;COMPLETE;-;;352984095944152/355327089270381/356556081561277/359202073086901;
X1900366;1;OR;2;2019-04-10T08:01:46;COMPLETE;-;;355321084607192/356557083019306;
X1900373;1;OR;2;2019-04-10T08:02:28;COMPLETE;-;;353841088810841/353842081550087/353843081056414/353845080702708/355314083366969/355317083075985/355325081817951/356561086943314/359207075136984/359209073514642;
X1900359;1;OR;2;2019-04-10T08:01:04;COMPLETE;-;;355324080511293/355325081555262/355327083216026/355328083281077;
X1900358;1;OR;2;2019-04-10T08:00:58;COMPLETE;-;;353843081714020/353843083470779/355319084014849/359206073463770;
X1900371;1;OR;2;2019-04-10T08:02:19;COMPLETE;-;;353841088279484/355314083509261/355328081606895/355328081761104/355328081899805/355328083757142/359213074071115;
X1900381;1;OR;3;2019-04-10T09:39:55;POSTED_WITH_ERRORS;-;;356139091649679/356139091654901/359484088979938/356139091808812;
X1900388;1;OR;2;2019-04-11T10:04:47;COMPLETE;-;;356139091640173;
X1900391;1;OR;2;2019-04-11T14:40:22;COMPLETE;-;;355314081928174;
X1900392;1;OR;2;2019-04-11T14:40:27;COMPLETE;-;;355328081925436;
X1900458;1;OR;2;2019-04-25T12:00:14;COMPLETE;-;;353073099705360;
X1900599;1;OR;2;2019-06-04T14:21:19;COMPLETE;-;;353804083134732;
X1900598;1;OR;2;2019-06-04T14:21:14;COMPLETE;-;;355323083185030;
X1900592;1;OR;2;2019-06-04T14:20:44;COMPLETE;-;;355324080261303;
X1900591;1;OR;2;2019-06-04T14:20:39;COMPLETE;-;;356561089252283;
X1900601;1;OR;2;2019-06-04T14:21:28;COMPLETE;-;;356556081737141;
X1900597;1;OR;2;2019-06-04T14:21:09;COMPLETE;-;;355319081667078/355326080654874/355332081202481;
X1900611;1;OR;2;2019-06-04T14:41:04;COMPLETE;-;;355319080199719;
X1900622;1;OR;2;2019-06-04T14:41:57;COMPLETE;-;;355324081023405;
X1900607;1;OR;2;2019-06-04T14:40:44;COMPLETE;-;;355330081061188;
X1900606;1;OR;2;2019-06-04T14:40:39;COMPLETE;-;;353843085601017;
X1900613;1;OR;2;2019-06-04T14:41:14;COMPLETE;-;;355330084683137;
X1900604;1;OR;2;2019-06-04T14:40:30;COMPLETE;-;;355321085150945;
X1900609;1;OR;2;2019-06-04T14:40:53;COMPLETE;-;;355323083445152;
X1900603;1;OR;2;2019-06-04T14:40:25;COMPLETE;-;;356560083540347;
X1900608;1;OR;2;2019-06-04T14:40:49;COMPLETE;-;;353842089687857;
X1900614;1;OR;2;2019-06-04T14:41:19;COMPLETE;-;;355314082001120;
X1900618;1;OR;2;2019-06-04T14:41:38;COMPLETE;-;;355324080433043/356554085080485;
X1900616;1;OR;2;2019-06-04T14:41:28;COMPLETE;-;;353844085727943;
X1900619;1;OR;2;2019-06-04T14:41:43;COMPLETE;-;;355332084605334;
X1900621;1;OR;2;2019-06-04T14:41:52;COMPLETE;-;;355324085948987;
X1900617;1;OR;2;2019-06-04T14:41:33;COMPLETE;-;;356558085575741;
X1900620;1;OR;2;2019-06-04T14:41:47;COMPLETE;-;;359213077221642;
X1900623;1;OR;2;2019-06-04T14:42:04;COMPLETE;-;;355332081224105;
X1900669;1;OR;2;2019-06-12T15:00:11;COMPLETE;-;;353844083853915/356558082598688/353806083172646/355316080434401;
X1900758;1;OR;2;2019-07-02T14:55:15;COMPLETE;-;;355322084753416;
X1900765;1;OR;2;2019-07-03T12:00:23;COMPLETE;-;;354887092193137;
X1900775;1;OR;2;2019-07-04T15:01:03;COMPLETE;-;;358686096991330;
X1900774;1;OR;2;2019-07-04T15:00:56;COMPLETE;-;;358686096971308;
X1900782;1;OR;2;2019-07-08T11:00:23;COMPLETE;-;;358686096798941;
X1900784;1;OR;2;2019-07-08T12:40:35;COMPLETE;-;;358686096801398;
X1900785;1;OR;2;2019-07-08T12:40:39;COMPLETE;-;;358686096582691;
X1900783;1;OR;2;2019-07-08T12:40:29;COMPLETE;-;;358686096152909;
X1900788;1;OR;2;2019-07-08T15:13:39;COMPLETE;-;;358686096340777;
X1900834;1;OR;2;2019-07-19T13:45:20;COMPLETE;-;;358685094363286;
X1900835;1;OR;2;2019-07-19T13:56:43;COMPLETE;-;;358685094872401;
X1900843;1;OR;2;2019-07-22T13:20:34;COMPLETE;-;;354887092182452/354887092313024/354887092488040;
X1900844;1;OR;2;2019-07-22T14:24:10;COMPLETE;-;;358687098064233;
X1900889;1;OR;2;2019-07-31T11:20:29;COMPLETE;-;;358686096902121;
X1900907;1;OR;2;2019-08-07T12:00:29;COMPLETE;-;;358686096213503;
X1900911;1;OR;2;2019-08-07T14:00:20;COMPLETE;-;;358686096181460;
X1900946;1;OR;2;2019-08-22T09:33:22;COMPLETE;-;;353075095592767;
X1901007;1;OR;2;2019-09-04T13:20:40;COMPLETE;-;;358685094723232;
X1901017;1;OR;2;2019-09-06T11:20:25;COMPLETE;-;;358686096324912;
X1901016;1;OR;2;2019-09-06T11:20:19;COMPLETE;-;;358683098285167;
X1901032;1;OR;2;2019-09-10T14:02:55;COMPLETE;-;;356561082240939;
X1901079;1;OR;2;2019-09-17T17:42:27;COMPLETE;-;;358685098953181;
X1900596;1;OR;2;2019-06-04T14:21:04;COMPLETE;-;;355326080491335;
X1900379;1;OR;2;2019-04-10T08:03:09;COMPLETE;-;;353802089705596/353804081897942/353806089758794/353841082152984/353841082797895/353842081067546/353842081427971/353843081345445/355325081856546/355326080143456/355326080510233/355328081830131/355328081837342/359210073829279/353802089760799/353804082743046/353804088811516/353805083166996/353805083511423/355314080002450/355314080031350/355314081619211/355329083531974/359205075796435/359206072695232/359207075176576/359209073172300;
X1900594;1;OR;2;2019-06-04T14:20:53;COMPLETE;-;;353845088132734/355322080468266/355326080677818;
X1901131;1;OR;2;2019-10-01T11:16:22;COMPLETE;-;;353843085834782/353845083072802;
X1901137;1;OR;3;2019-10-01T17:39:10;POSTED_WITH_ERRORS;-;;356557082706960/356562089876527/353071095815845/353071097709657/353071098553393/356554089219196;
X1901196;1;OR;2;2019-10-11T12:00:33;COMPLETE;-;;358687098876438;
X1901221;1;OR;2;2019-10-15T12:21:04;COMPLETE;-;;358683098253439;
X1901252;1;OR;2;2019-10-18T12:05:49;COMPLETE;-;;358683099943624;
X1901283;1;OR;2;2019-10-24T10:56:56;COMPLETE;-;;358685094278401/356391100587578/356391100313751/356554081793446/356391100250482/356391100724429;
X1901288;1;OR;2;2019-10-24T15:21:25;COMPLETE;-;;355313089701385;
X1901289;1;OR;2;2019-10-24T15:40:46;COMPLETE;-;;355313089667743;
X1901293;1;OR;2;2019-10-24T15:41:09;COMPLETE;-;;355313089676082;
X1901292;1;OR;2;2019-10-24T15:41:04;COMPLETE;-;;355313089702201;
X1901291;1;OR;2;2019-10-24T15:40:56;COMPLETE;-;;355321089795679;
X1901290;1;OR;2;2019-10-24T15:40:51;COMPLETE;-;;355313089686727;
X1901302;1;OR;2;2019-10-25T15:00:39;COMPLETE;-;;355321089722418;
X1901305;1;OR;2;2019-10-28T11:40:29;COMPLETE;-;;358683099999873;
X1901306;1;OR;2;2019-10-28T11:40:47;COMPLETE;-;;358683099183197;
X1901309;1;OR;2;2019-10-28T14:14:26;COMPLETE;-;;358683099599277;
X1901312;1;OR;2;2019-10-29T10:33:07;COMPLETE;-;;353998102644869;
X1901321;1;OR;2;2019-10-30T14:54:29;COMPLETE;-;;354004101692055;
X1901364;1;OR;2;2019-11-08T15:02:25;COMPLETE;-;;356391100081903;
X1901371;1;OR;2;2019-11-12T12:00:44;COMPLETE;-;;356391100539785;
X1901378;1;OR;2;2019-11-13T11:20:23;COMPLETE;-;;356391100163370;
X1901380;1;OR;2;2019-11-13T12:00:32;COMPLETE;-;;358685094503097;
X1901401;1;OR;2;2019-11-18T09:41:34;COMPLETE;-;;358683099318801;
X1901513;1;OR;2;2019-12-02T11:01:07;COMPLETE;-;;356389102460406;
X1901522;1;OR;2;2019-12-03T14:37:53;COMPLETE;-;;356389102379846;
X1901521;1;OR;2;2019-12-03T14:37:48;COMPLETE;-;;356389102408090;
X1901523;1;OR;2;2019-12-03T14:37:58;COMPLETE;-;;356389102382675;
X1900600;1;OR;2;2019-06-04T14:21:23;COMPLETE;-;;353802080404785/353803088537329/353842087033617/353842088258031/353842088449564/353844084569569/353844085896888/355314085234280/355320081380001/355323083404134/355331080352164/359202077693389/352984091788942/353841084891753/353845085801042/355314083593323/355321080558506/355325080386461/355332085286688/356561085234764/359206078357019/359214078110776/353802088267978/353841088290333/353842080315524/355323082457240;
X1901542;1;OR;2;2019-12-05T14:40:33;COMPLETE;-;;356389102012694;
X1901561;1;OR;2;2019-12-09T12:41:23;COMPLETE;-;;356389102685465;
X1901560;1;OR;2;2019-12-09T12:40:41;COMPLETE;-;;356389102781322;
X1901559;1;OR;2;2019-12-09T12:40:36;COMPLETE;-;;356389102199772;
X1901563;1;OR;2;2019-12-09T14:00:31;COMPLETE;-;;356389102695878;
X1901562;1;OR;2;2019-12-09T14:00:26;COMPLETE;-;;356389102885669;
X1901575;1;OR;2;2019-12-10T12:41:29;COMPLETE;-;;353997107261273;
X1900342;1;OR;2;2019-04-09T16:40:33;COMPLETE;-;;353844081547238/355313080452392/355324081746005/356560081343405/359206072771066/359206074735168/359207076058302/353842081303719/355320083647233/355328081767572/359205073293138/359207074628023/359207074658269/359210071536041/359213071653337/359214071697159;
X1900595;1;OR;2;2019-06-04T14:20:58;COMPLETE;-;;355315083690332;
X1900560;1;OR;2;2019-05-27T14:37:04;COMPLETE;-;;353805081374485/353844088425628/353844089864429/353841083731646/353842088197619/353842088711302/353844089863397/355314083600631/355316082329948/355318080506980;
X1901600;1;OR;2;2019-12-13T15:21:05;COMPLETE;-;;356391100443301;
X1901601;1;OR;2;2019-12-13T15:41:01;COMPLETE;-;;356389102350581;
X1901638;1;OR;2;2019-12-20T12:06:48;COMPLETE;-;;356561089235890/355324081641552/353843085470892/353841088706155/353841088298781/353842085869079/355323081379551/353842080516717/355323080547992/355325080469309;
X1901642;1;OR;2;2019-12-20T15:00:17;COMPLETE;-;;356390104074732/356390104159806/356390104168559/356390104368480/356390104564658/356390104576488/356390104589333/356390104611400/356390104899096/356390104922179;
X1901658;1;OR;2;2019-12-24T12:01:09;COMPLETE;-;;355330089768297;
X1901657;1;OR;2;2019-12-24T12:01:04;COMPLETE;-;;355330089775490;
X1901660;1;OR;2;2019-12-24T12:02:19;COMPLETE;-;;355330089761318;
X1901659;1;OR;2;2019-12-24T12:02:13;COMPLETE;-;;355330089783130;
X2000015;1;OR;2;2020-01-07T14:20:23;COMPLETE;-;;356388106965253;
X2000016;1;OR;2;2020-01-07T14:20:28;COMPLETE;-;;356388106909939;
X2000022;1;OR;2;2020-01-08T14:00:32;COMPLETE;-;;356388106761413;
X1901142;1;OR;2;2019-10-02T13:09:30;COMPLETE;-;;355326080653785/356562082975110/353841084642370/355313080530742/355325085216846/355317081992280/355326084442797/355324084690846/353805080536787/356554085055529/353842080039157/353844088377555/356563082825438/353805080453348/353802089598827/353842088283914/355321085150309/355328081456036/353842083168052/355326084781715/355321089941208;
X2000029;1;OR;2;2020-01-09T14:40:58;COMPLETE;-;;356388106826174;
X2000051;1;OR;2;2020-01-13T14:41:03;COMPLETE;-;;358683098625032/358683098643605;
X2000052;1;OR;2;2020-01-13T14:41:08;COMPLETE;-;;358683098380059/358683098405872/358683098875074/358683099967045/358685097240556;
X2000053;1;OR;2;2020-01-13T14:41:13;COMPLETE;-;;358683098283840/358683098734164/358685097256248;
X2000050;1;OR;2;2020-01-13T14:40:58;COMPLETE;-;;358683097638762/358683098520886;
X2000054;1;OR;2;2020-01-13T14:41:18;COMPLETE;-;;358683098021976/358683098233324/358683098953319/358683099130404/358683099149073/358683099480106;
X2000055;1;OR;2;2020-01-13T15:00:22;COMPLETE;-;;358683098188577/358683098237408/358683098710677/358683098990147/358683099418973/358683099515224/358683099547425/358683099633340/358685099391936/358683098929145/358683098947527/358683098985378/358683099116676/358683099202211/358683099620990/358683099803554/358683099881337/358683099978505/358683098010763/358683098415038/358683098734115/358683098826911/358683098903850/358683099077282/358683099362452/358683099570948/358683099651326/358683097183843/358683097201561/358683098022677/358683098088041/358683098859144/358683099155013/358685097172775/358685097280842/358685097586131/355313089702722/358683097838149/358683099020241/358683099676927/358685097430629;
X2000056;1;OR;2;2020-01-13T15:00:28;COMPLETE;-;;358683097036801/358683097767637/358683098409510/358683098468821/358683098612360/358683099491046/358683099574148/358683099690167/358683098117410/358683098173603/358683098371173/358683098373286/358683098731277/358683098879027/358683099657661/358683099788201;
X2000057;1;OR;2;2020-01-13T15:00:37;COMPLETE;-;;355313089668675/355313089702623;
X2000058;1;OR;2;2020-01-13T15:00:42;COMPLETE;-;;358683098124648;
X2000064;1;OR;2;2020-01-14T11:02:48;COMPLETE;-;;358683098016802;
X2000135;1;OR;2;2020-01-24T12:05:10;COMPLETE;-;;356388106227183;
X2000158;1;OR;2;2020-01-28T16:00:39;COMPLETE;-;;356388106482796;
X2000159;1;OR;2;2020-01-28T16:16:45;COMPLETE;-;;356388106904542;
X2000166;1;OR;2;2020-01-29T14:00:38;COMPLETE;-;;356388106570731;
X2000164;1;OR;2;2020-01-29T14:00:23;COMPLETE;-;;356388106013583/356388106083057/356388106318313/356388106339384/356388106372120/356388106587412/356388106786675/356388106792251/356388106130247/356388106218109/356388106313231/356388106424665/356388106516999/356388106551566/356388106555757/356388106807729;
X2000165;1;OR;2;2020-01-29T14:00:29;COMPLETE;-;;356388106077208/356388106333239/356388106363590/356388106676082/356388106684755/356388106887770/356388106965048;
X2000167;1;OR;2;2020-01-29T14:20:36;COMPLETE;-;;356388106088254;
X2000168;1;OR;2;2020-01-29T14:20:41;COMPLETE;-;;356388106782625;
X2000169;1;OR;2;2020-01-29T14:20:46;COMPLETE;-;;356388106335614/356388106517682/356388106731127;
X1900372;1;OR;2;2019-04-10T08:02:23;COMPLETE;-;;353842081162115/355317081795709/355317081900358/355325080086525/355325081817936/355328082033842/355328083179784/356554086349780/359212073734327/359214074023387/353805083221429/353842081435198/353845089037221/355314080051374/355314081734762/355321080448278/355328081966133/359212073494112/353805082820981/353805083090428/353805083555990/353842081259143/355324080622553;
X1900605;1;OR;2;2019-06-04T14:40:34;COMPLETE;-;;353804088880735/353844088192525/355323080678102/355323083335353/355330085776534/355331080371230/356560083469299/353841088677521/353843085603880/355316080657712/355317083624758/355324083564083/355326080635832/356560083539133;
X1900344;1;OR;2;2019-04-09T16:40:43;COMPLETE;-;;352987096024601/353070094604655/353071096230218/353842081296707/354826092276054/354827095417562/355313081994129/355326080138613/355329083076210/355331089608269/353805083062393/353805083291737/355314080047281/355324080570331/355324080621068/355331080175292/356561086973188/359209075414692;
X2000210;1;OR;2;2020-02-05T10:40:41;COMPLETE;-;;356389100731436;
X2000209;1;OR;2;2020-02-05T10:40:34;COMPLETE;-;;356387107415052;
X2000211;1;OR;2;2020-02-05T10:40:47;COMPLETE;-;;356387107835051;
X2000234;1;OR;2;2020-02-07T14:41:02;COMPLETE;-;;356387107833627;
X2000242;1;OR;2;2020-02-10T13:54:25;COMPLETE;-;;356387107653124;
X2000243;1;OR;2;2020-02-10T14:56:09;COMPLETE;-;;356387107872088;
X2000244;1;OR;2;2020-02-10T14:59:41;COMPLETE;-;;356387107623820;
X2000251;1;OR;2;2020-02-11T15:09:10;COMPLETE;-;;356387107612690;
X2000252;1;OR;2;2020-02-11T15:13:25;COMPLETE;-;;356387107631625;
X2000271;1;OR;2;2020-02-13T13:49:28;COMPLETE;-;;356387107693625;
X2000272;1;OR;2;2020-02-13T13:53:27;COMPLETE;-;;356387107662380;
X2000289;1;OR;2;2020-02-14T14:40:27;COMPLETE;-;;353833108332120/353834108557575/353838108398674/353845108432890/353845108522880/353834108529525/353845108439291/353845108494346/353845108509093/353845108657231;
X2000294;1;OR;2;2020-02-17T09:27:58;COMPLETE;-;;356387107930423;
X2000300;1;OR;2;2020-02-17T15:42:30;COMPLETE;-;;356387107904816;
X2000299;1;OR;2;2020-02-17T15:42:30;COMPLETE;-;;356387107801889;
X2000328;1;OR;2;2020-02-24T14:32:15;COMPLETE;-;;356388106963282;
X2000344;1;OR;2;2020-02-27T09:48:45;COMPLETE;-;;356457104961034;
X2000359;1;OR;2;2020-02-28T15:29:42;COMPLETE;-;;356388100065506/356388100117166/356388100422905/356388100534329/356388100572501/356388100269736/356388100621233/356388100664431/356388100986776/356388100990521/356388100247179/356388100308609/356388100329142/356388100561488/356388100766319/356388100089563/356388100668762/356388100703072/356388100900736/356388100985638/356388100076651/356388100108462/356388100351476/356388100460194/356388100637973/356388100077782/356388100160299/356388100402972/356388100613321/356388100754588/356388100015402/356388100665149/356388100666287/356388100825958/356388100965085/356388100326361/356388100329969/356388100347623/356388100521664/356388100559680;
X2000370;1;OR;2;2020-03-04T11:00:37;COMPLETE;-;;356388107872896;
X2000372;1;OR;2;2020-03-04T12:40:24;COMPLETE;-;;356388107845025;
X2000373;1;OR;2;2020-03-04T15:35:25;COMPLETE;-;;356391107650866;
X2000420;1;OR;2;2020-03-13T14:20:22;COMPLETE;-;;356390108876991;
X2000421;1;OR;2;2020-03-13T14:40:35;COMPLETE;-;;356390109667142;
X2000422;1;OR;2;2020-03-13T14:40:35;COMPLETE;-;;356390109263884;
X2000446;1;OR;2;2020-03-26T16:16:46;COMPLETE;-;;356388108947267;
X2000450;1;OR;2;2020-03-27T16:00:37;COMPLETE;-;;356387100623686;
X2000473;1;OR;2;2020-04-07T12:00:34;COMPLETE;-;;356388109429406;
X2000487;1;OR;2;2020-04-14T14:00:32;COMPLETE;-;;356388109431030;
X2000542;1;OR;2;2020-05-11T14:00:48;COMPLETE;-;;356391107987227;
X2000597;1;OR;2;2020-05-27T13:00:21;COMPLETE;-;;353831109748823/353210101400826;
X2000606;1;OR;2;2020-05-29T17:36:42;COMPLETE;-;;358683098181804;
X2000735;1;OR;2;2020-06-30T10:20:52;COMPLETE;-;;356500107967456;
X2000733;1;OR;2;2020-06-30T10:20:52;COMPLETE;-;;356500108136531;
X2000734;1;OR;2;2020-06-30T10:20:52;COMPLETE;-;;356500108113472;
X2000790;1;OR;2;2020-07-03T11:20:14;COMPLETE;-;;356493107579275;
X2000791;1;OR;2;2020-07-03T13:00:51;COMPLETE;-;;356492107872995;
X2000831;1;OR;2;2020-07-09T14:00:20;COMPLETE;-;;356500108260125;
X2000833;1;OR;2;2020-07-09T14:20:54;COMPLETE;-;;356500108346536;
X2000836;1;OR;2;2020-07-09T15:20:28;COMPLETE;-;;356499108328323;
X2000838;1;OR;2;2020-07-09T15:20:28;COMPLETE;-;;353841106364060;
X2000837;1;OR;2;2020-07-09T15:20:28;COMPLETE;-;;356490108244875;
X2000881;1;OR;2;2020-07-17T15:21:40;COMPLETE;-;;353212102966409;
X2001032;1;OR;2;2020-08-07T15:20:23;COMPLETE;-;;356787110812338;
X2001058;1;OR;2;2020-08-13T15:41:19;COMPLETE;-;;356795110439697;
X2001059;1;OR;2;2020-08-13T16:01:13;COMPLETE;-;;356795110169773;
X2001110;1;OR;2;2020-08-20T10:52:17;COMPLETE;-;;356787110808732;
X2001117;1;OR;2;2020-08-21T14:20:54;COMPLETE;-;;356493106895136;
X2001160;1;OR;2;2020-09-01T11:00:50;COMPLETE;-;;356797110831121;
X2001228;1;OR;2;2020-09-09T14:21:00;COMPLETE;-;;356781112245068;
X2001248;1;OR;2;2020-09-11T14:00:27;COMPLETE;-;;356791111957340;
X2001259;1;OR;2;2020-09-15T12:00:55;COMPLETE;-;;356792112546637;
X2001261;1;OR;2;2020-09-15T14:40:44;COMPLETE;-;;356780113167289;
X2001277;1;OR;2;2020-09-17T15:41:37;COMPLETE;-;;356778111354263;
X2001278;1;OR;2;2020-09-17T15:43:06;COMPLETE;-;;356778111322658;
X2001280;1;OR;2;2020-09-18T14:21:37;COMPLETE;-;;356779113258668;
X2001296;1;OR;2;2020-09-22T11:57:12;COMPLETE;-;;355315083872369;
X2001320;1;OR;2;2020-09-23T10:21:01;COMPLETE;-;;356788113375059;
X2001319;1;OR;2;2020-09-23T10:21:01;COMPLETE;-;;356788113424253;
X2001323;1;OR;2;2020-09-23T12:00:26;COMPLETE;-;;356791113107357;
X2001351;1;OR;2;2020-09-25T14:20:56;COMPLETE;-;;356780113413113/356786113530889/356786113537645/356786113538866/356786113540870/356786113599603/356786113615672/356797113530803/356797113580485/356797113605951;
X2001365;1;OR;2;2020-09-28T14:21:47;COMPLETE;-;;356786113730448;
X2001372;1;OR;2;2020-09-29T12:00:40;COMPLETE;-;;356779110998845;
X2001395;1;OR;2;2020-10-01T13:20:36;COMPLETE;-;;356797112340139;
X2001472;1;OR;2;2020-10-12T15:20:32;COMPLETE;-;;356796115157201;
X2001495;1;OR;2;2020-10-14T12:41:02;COMPLETE;-;;356790111738726;
X2001494;1;OR;2;2020-10-14T12:41:02;COMPLETE;-;;356790111534174;
X2001493;1;OR;2;2020-10-14T12:41:02;COMPLETE;-;;356784114834871;
X2001566;1;OR;2;2020-10-23T11:40:16;COMPLETE;-;;356796114126777;
X2001567;1;OR;2;2020-10-23T11:41:51;COMPLETE;-;;356796114056867;
X2001611;1;OR;2;2020-10-30T09:22:57;COMPLETE;-;;356797115054877;
X2001657;1;OR;2;2020-11-04T15:21:05;COMPLETE;-;;356790111998676;
X2001668;1;OR;2;2020-11-06T14:20:12;COMPLETE;-;;356797114526321;
X2001669;1;OR;2;2020-11-06T14:40:34;COMPLETE;-;;356784114771206;
X2001710;1;OR;2;2020-11-16T11:40:28;COMPLETE;-;;356796117257058;
X2001711;1;OR;2;2020-11-16T11:40:28;COMPLETE;-;;356789117350601;
X2001716;1;OR;2;2020-11-16T14:00:04;COMPLETE;-;;356779117460542;
X2001745;1;OR;2;2020-11-20T14:00:09;COMPLETE;-;;356780117305083;
X2001750;1;OR;2;2020-11-23T14:00:04;COMPLETE;-;;356796117295678;
X2001754;1;OR;2;2020-11-23T15:21:56;COMPLETE;-;;356782117402977;
X2001753;1;OR;2;2020-11-23T15:21:56;COMPLETE;-;;356793117275693;
X2001778;1;OR;2;2020-11-25T14:20:46;COMPLETE;-;;356793117303198;
X2001793;1;OR;2;2020-11-27T14:00:25;COMPLETE;-;;356780117353299;
X2001794;1;OR;2;2020-11-27T14:00:55;COMPLETE;-;;356791117484539;
X2001821;1;OR;2;2020-12-01T16:00:44;COMPLETE;-;;356782117465784;
X2001822;1;OR;2;2020-12-01T16:00:44;COMPLETE;-;;356780117413036;
X2001833;1;OR;2;2020-12-03T15:00:05;COMPLETE;-;;356782117454325;
X2001843;1;OR;2;2020-12-04T16:19:36;COMPLETE;-;;356796117308018;
X2001850;1;OR;2;2020-12-07T14:00:36;COMPLETE;-;;356786117330229;
X2001864;1;OR;2;2020-12-08T14:20:57;COMPLETE;-;;356793117275818;
X2001874;1;OR;2;2020-12-09T12:40:09;COMPLETE;-;;356791117485171;
X2001913;1;OR;2;2020-12-14T15:00:06;COMPLETE;-;;356779117490317;
X2001914;1;OR;2;2020-12-14T15:00:21;COMPLETE;-;;356779117393438;
X2001926;1;OR;2;2020-12-15T13:00:17;COMPLETE;-;;356782117292113;
X2001929;1;OR;2;2020-12-15T14:20:18;COMPLETE;-;;356791117361679;
X2001976;1;OR;2;2020-12-23T09:13:01;COMPLETE;-;;356788118926088;
X2001980;1;OR;2;2020-12-23T14:00:08;COMPLETE;-;;356786118762503;
X2001979;1;OR;2;2020-12-23T14:00:08;COMPLETE;-;;356789118796521;
X2001981;1;OR;2;2020-12-23T14:20:32;COMPLETE;-;;356789118788676;
D2100044;1;OR;2;2021-01-06T11:41:16;COMPLETE;-;;356779118646628;
D2100045;1;OR;2;2021-01-06T12:00:09;COMPLETE;-;;356779118601631;
D2100048;1;OR;2;2021-01-06T12:20:09;COMPLETE;-;;356779118693919;
D2100050;1;OR;2;2021-01-06T13:44:11;COMPLETE;-;;356792118021999;
D2100086;1;OR;2;2021-01-11T09:21:38;COMPLETE;-;;356788118755859;
