K2102472;1;OR;2;2021-11-26T14:04:37;;-;;355183625124842;
K2102497;1;OR;2;2021-11-30T11:08:15;;-;;350832419038635;
K2102498;1;OR;2;2021-11-30T11:08:24;;-;;350832419038940;
K2102502;1;OR;2;2021-11-30T14:07:38;;-;;351627941838570;
K2102503;1;OR;2;2021-11-30T14:11:10;;-;;351452968863090;
K2102507;1;OR;2;2021-11-30T16:44:00;;-;;351518945311385/351518945311435/350212141386984/350212141403334/350212141386885/350212141388162/350212141405537;
K2102573;1;OR;2;2021-12-08T15:18:36;;-;;350839823082604;
K2102594;1;OR;2;2021-12-10T09:27:06;;-;;350212141392024;
K2102595;1;OR;2;2021-12-10T09:29:19;;-;;353100568065255/353100568085626;
K2102604;1;OR;2;2021-12-10T15:36:54;;-;;353100568085428/353100568074133;
K2102612;1;OR;2;2021-12-13T15:28:16;;-;;355016405370112;
K2102613;1;OR;2;2021-12-13T15:34:47;;-;;355016405391555;
K2102624;1;OR;2;2021-12-14T11:32:50;;-;;355016405390946;
K2102629;1;OR;2;2021-12-14T13:33:15;;-;;353100568721873;
K2102627;1;OR;2;2021-12-14T13:29:25;;-;;353100568739339;
K2102628;1;OR;2;2021-12-14T13:31:23;;-;;353100568799762;
K2102630;1;OR;2;2021-12-14T13:34:49;;-;;353100568800073;
K2102641;1;OR;2;2021-12-15T15:13:00;;-;;355183621336739;
K2102642;1;OR;2;2021-12-15T15:16:33;;-;;355183625127217;
K2102650;1;OR;2;2021-12-16T12:27:24;;-;;353100568799267;
K2102663;1;OR;2;2021-12-17T11:36:05;;-;;355183624957887;
K2102664;1;OR;2;2021-12-17T11:44:14;;-;;355001800454455;
K2102665;1;OR;2;2021-12-17T11:46:49;;-;;355183625052993;
K2102669;1;OR;2;2021-12-17T16:49:53;;-;;355001800452541;
K2102671;1;OR;2;2021-12-17T16:53:01;;-;;355001800452616;
K2102670;1;OR;2;2021-12-17T16:51:23;;-;;355001800263146;
K2102673;1;OR;2;2021-12-17T16:57:29;;-;;355001800261710;
K2102672;1;OR;2;2021-12-17T16:54:34;;-;;355001800453192;
K2102684;1;OR;2;2021-12-20T15:22:28;;-;;355183625122002;
K2102690;1;OR;2;2021-12-21T11:23:20;;-;;355521119446017;
K2102692;1;OR;2;2021-12-21T11:37:12;;-;;353100568073473/353100568084066/350839823083479/350212144182836/350212144181614/350212141411238/353100568799077/353100568065461/353100568065545/353100568065669/353100568067251/353100568067350/353100568071386/353100568073416/353100568073580/353100568074042/353100568074158;
K2102696;1;OR;2;2021-12-22T13:36:41;;-;;355001800879073;
K2102700;1;OR;2;2021-12-22T15:13:09;;-;;353100568794334;
K2102702;1;OR;2;2021-12-22T15:15:32;;-;;355001800351149;
K2102721;1;OR;2;2021-12-23T16:24:19;;-;;359609109816756;
K2102728;1;OR;2;2021-12-24T13:44:33;;-;;353100569209126;
K2102729;1;OR;2;2021-12-24T13:46:45;;-;;355001800697814;
K2102730;1;OR;2;2021-12-24T13:50:15;;-;;355001800875477;
K2102732;1;OR;2;2021-12-24T13:57:50;;-;;355001800875709;
K2102731;1;OR;2;2021-12-24T13:55:28;;-;;355001800875428;
K2102733;1;OR;2;2021-12-24T14:01:09;;-;;355001800450040;
K2102734;1;OR;2;2021-12-24T14:12:18;;-;;355001800450206;
K2102735;1;OR;2;2021-12-24T14:15:53;;-;;355001800873100;
K2102737;1;OR;2;2021-12-24T14:21:45;;-;;355001800875444;
K2102736;1;OR;2;2021-12-24T14:19:52;;-;;355001800874561;
K2102739;1;OR;2;2021-12-24T14:26:22;;-;;355001800680232;
K2102740;1;OR;2;2021-12-24T14:28:31;;-;;355001800721374;
K2102738;1;OR;2;2021-12-24T14:24:44;;-;;355001800874132;
K2102755;1;OR;2;2021-12-28T09:18:36;;-;;355001800601436;
K2102754;1;OR;2;2021-12-28T09:16:00;;-;;355001800816083;
K2102756;1;OR;2;2021-12-28T09:21:40;;-;;355001800815937;
K2102763;1;OR;2;2021-12-29T09:07:25;;-;;355001800809740;
K2102762;1;OR;2;2021-12-29T09:05:56;;-;;355001800815994;
K2102764;1;OR;2;2021-12-29T09:10:25;;-;;353100568797493;
K2102765;1;OR;2;2021-12-29T09:11:57;;-;;355001800811043;
K2102790;1;OR;2;2021-12-30T09:11:34;;-;;353100568801154;
K2102792;1;OR;2;2021-12-31T10:58:41;;-;;355001800475153;
K2200008;1;OR;2;2022-01-03T13:48:29;;-;;355001800817941;
K2200009;1;OR;2;2022-01-03T13:51:51;;-;;355001800595604;
K2200011;1;OR;2;2022-01-04T09:07:29;;-;;353100568799747/353100568799770/353100568800438/353100568792577/353100568538871/353100568539655/353100568784608/353100568800990/350212145506959/350212145508088/350212145514540/350212145514573/350212145514623/350212145514722/350212145514896/350212145514938/350212145515273/350212145515679;
K2200029;1;OR;2;2022-01-06T09:27:19;;-;;355001800872474;
K2200041;1;OR;2;2022-01-10T09:16:29;;-;;355001800452640;
K2200050;1;OR;2;2022-01-11T13:31:54;;-;;355001800392390;
K2200092;1;OR;2;2022-01-14T14:50:31;;-;;355001800350349;
K2200093;1;OR;2;2022-01-14T14:51:56;;-;;355001800476243;
K2200094;1;OR;2;2022-01-14T14:58:03;;-;;355001800261892;
K2200095;1;OR;2;2022-01-14T14:59:54;;-;;355001800455080;
K2200096;1;OR;2;2022-01-14T15:01:33;;-;;355001800452699;
K2200100;1;OR;2;2022-01-14T15:07:23;;-;;355001800262916;
K2200097;1;OR;2;2022-01-14T15:04:24;;-;;355001800381419;
K2200099;1;OR;2;2022-01-14T15:05:49;;-;;355001800441502;
K2200160;1;OR;2;2022-01-20T14:00:12;;-;;352353592465246;
K2200171;1;OR;2;2022-01-21T13:37:03;;-;;352353592477399;
K2200175;1;OR;2;2022-01-21T16:35:05;;-;;352353592493529;
K2200182;1;OR;2;2022-01-24T10:14:55;;-;;352353592107517/352353592109331/352353592109364/352353592110719/352353592453259/352353592468943/352353592482043;
K2200202;1;OR;2;2022-01-25T13:46:05;;-;;352353592453309/352353592442500/352353592450594;
K2200242;1;OR;2;2022-01-31T10:10:43;;-;;354878116803025;
K2200251;1;OR;2;2022-02-01T10:19:45;;-;;352353592440504/352353592441601/352353592443433/352353592443532/352353592449356/352353592449455/352353592449745/352353592451691/352353592453317/352353592455114/352353592455791/352353592476946/352353592477308/352353592477688/352353592481888;
K2200278;1;OR;2;2022-02-03T13:36:05;;-;;350076123876472;
K2200279;1;OR;2;2022-02-03T13:38:10;;-;;350076123882686;
K2200288;1;OR;2;2022-02-04T13:33:40;;-;;350076123904878;
K2200289;1;OR;2;2022-02-04T13:36:03;;-;;352654709336943;
K2200290;1;OR;2;2022-02-04T13:38:02;;-;;350076123875961;
K2200291;1;OR;2;2022-02-04T13:40:20;;-;;352353592453341;
K2200292;1;OR;2;2022-02-04T14:26:48;;-;;350076123877439;
K2200295;1;OR;2;2022-02-04T16:18:27;;-;;351996305501763;
K2200308;1;OR;2;2022-02-08T10:28:33;;-;;350076123879385;
K2200309;1;OR;2;2022-02-08T10:42:46;;-;;352654709348609;
K2200310;1;OR;2;2022-02-08T10:52:56;;-;;350076123882835;
K2200314;1;OR;2;2022-02-08T14:01:45;;-;;352654709262214;
K2200386;1;OR;2;2022-02-15T10:47:00;;-;;350076124289717;
K2200387;1;OR;2;2022-02-15T10:48:57;;-;;350076124338282;
K2200428;1;OR;2;2022-02-16T13:30:41;;-;;350076124297603;
K2200460;1;OR;2;2022-02-21T14:13:33;;-;;355008379140597/353100568833116/353100568833181/353100568833199/353100568833223/353100568833298/353100568833314/353100568836036/353100568841671/353100568841804/353100568847736;
K2200461;1;OR;2;2022-02-21T14:19:49;;-;;350839823666992;
K2200497;1;OR;2;2022-02-23T14:03:23;;-;;352353593873877/350076124418803;
K2200509;1;OR;2;2022-02-24T13:28:22;;-;;350019157942422;
K2200510;1;OR;2;2022-02-24T13:30:31;;-;;350019158300992;
K2200511;1;OR;2;2022-02-24T13:33:43;;-;;352049242041128;
K2200529;1;OR;2;2022-02-25T12:15:03;;-;;350076124340627;
K2200561;1;OR;2;2022-02-28T15:31:29;;-;;352353593834580;
K2200562;1;OR;2;2022-02-28T15:34:03;;-;;352353593823377;
K2200563;1;OR;2;2022-02-28T15:36:45;;-;;352654709346488;
K2200564;1;OR;2;2022-02-28T16:14:02;;-;;352654709348617;
K2200565;1;OR;2;2022-02-28T16:16:15;;-;;352654709348625;
K2200566;1;OR;2;2022-02-28T16:18:16;;-;;350076124340601;
K2200567;1;OR;2;2022-02-28T16:20:28;;-;;350076124299500;
K2200571;1;OR;2;2022-03-01T09:20:42;;-;;351518945308571/351518945310833/351518945311369/350212149722537/350212149722263/350212149722115/350212149722123;
K2200578;1;OR;2;2022-03-01T13:33:08;;-;;352654709338113;
K2200577;1;OR;2;2022-03-01T13:30:54;;-;;352654709363152;
K2200579;1;OR;2;2022-03-01T13:35:58;;-;;352654709261380;
K2200580;1;OR;2;2022-03-01T13:40:30;;-;;352654709261505;
K2200581;1;OR;2;2022-03-01T13:42:35;;-;;350076124296969;
K2200583;1;OR;2;2022-03-01T13:47:01;;-;;350076124291325;
K2200582;1;OR;2;2022-03-01T13:44:22;;-;;352654709338030;
K2200584;1;OR;2;2022-03-01T13:49:10;;-;;350076124341161;
K2200593;1;OR;2;2022-03-01T16:07:05;;-;;352353593826925;
K2200597;1;OR;2;2022-03-02T08:59:30;;-;;350212149718287/350212149850403/350212149850262/350212149726512/350212149913359/350212149719772/350212149857978/350212149643881/350212149722768/350212149722776/350212149729375/350212149849629/350212149851112/350212149851831/350212149851963/350212149857846/350212149719814;
K2200601;1;OR;2;2022-03-02T13:46:16;;-;;350076124299732;
K2200623;1;OR;2;2022-03-04T10:10:24;;-;;350076124324076/356715379420279/350839824699125/350076124337003/356715379544631/350076124296936/350076124301009/350076124291333/350076124296829;
K2200627;1;OR;2;2022-03-04T13:36:56;;-;;350076124341401/350076124289477/352353593839423;
K2200639;1;OR;2;2022-03-07T11:34:02;;-;;350076124289600;
K2200640;1;OR;2;2022-03-07T13:55:43;;-;;355183627572113;
K2200653;1;OR;2;2022-03-08T09:04:31;;-;;352353593814087;
K2200655;1;OR;2;2022-03-08T09:39:10;;-;;350839824743204/350839824719824/350839824720715/350839824728684/350839824728775/350839824728957/350839824704503;
K2200666;1;OR;2;2022-03-08T12:02:30;;-;;350839824687831;
K2200672;1;OR;2;2022-03-09T09:49:06;;-;;350212149852144;
K2200673;1;OR;2;2022-03-09T13:47:32;;-;;355183627570026;
K2200674;1;OR;2;2022-03-09T13:52:14;;-;;355183627569523;
K2200675;1;OR;2;2022-03-09T13:55:22;;-;;352307132441133;
K2200676;1;OR;2;2022-03-09T13:56:29;;-;;355183627572535;
K2200706;1;OR;2;2022-03-11T11:47:09;;-;;355183627573509;
K2200707;1;OR;2;2022-03-11T11:51:47;;-;;355183627444164;
K2200717;1;OR;2;2022-03-14T13:36:39;;-;;352353594801901;
K2200718;1;OR;2;2022-03-14T13:51:33;;-;;354868252272804;
K2200728;1;OR;2;2022-03-15T09:15:10;;-;;352353594969617;
K2200729;1;OR;2;2022-03-15T11:52:50;;-;;352353595164531;
K2200731;1;OR;2;2022-03-15T11:55:56;;-;;352353595169787;
K2200730;1;OR;2;2022-03-15T11:54:14;;-;;352353595169811;
K2200735;1;OR;2;2022-03-15T15:20:31;;-;;352353595130839;
K2200745;1;OR;2;2022-03-16T13:30:58;;-;;352049242038298/352049242085562;
K2200751;1;OR;2;2022-03-17T08:52:40;;-;;350839824693185;
K2200752;1;OR;2;2022-03-17T08:54:37;;-;;352353595168185;
K2200756;1;OR;2;2022-03-17T10:47:20;;-;;350212149548684/350212149548809/350212149555119/350212149555580/350212149555895/350212149563436/350212149568245/350212149570167/350212149574342/350212149603661;
K2200759;1;OR;2;2022-03-17T14:09:20;;-;;352307132456529;
K2200767;1;OR;2;2022-03-18T13:39:06;;-;;350839824744806;
K2200765;1;OR;2;2022-03-18T13:35:53;;-;;350839824744293;
K2200766;1;OR;2;2022-03-18T13:37:32;;-;;352353592484510;
K2200776;1;OR;2;2022-03-21T09:55:11;;-;;350839824744038;
K2200804;1;OR;2;2022-03-25T09:30:07;;-;;350839824746868;
K2200805;1;OR;2;2022-03-25T09:31:54;;-;;350839824640871;
K2200807;1;OR;2;2022-03-25T09:36:03;;-;;352353594970169;
K2200806;1;OR;2;2022-03-25T09:34:10;;-;;352353594961770;
K2200820;1;OR;2;2022-03-28T09:35:17;;-;;351946450908750/350839824641929/350839824748864/350839824696089/350839824742875/350839824747544/350839824743469/353100563230847/350839821673388/350839824749284/353100563232280/353100563231225;
K2200828;1;OR;2;2022-03-28T16:44:19;;-;;351364031140796;
K2200827;1;OR;2;2022-03-28T16:41:58;;-;;351364030532662;
K2200826;1;OR;2;2022-03-28T16:39:53;;-;;351364031708576;
K2200833;1;OR;2;2022-03-29T09:26:22;;-;;353100563231399/353100563230839/350212149549542/350212149549609/350212149549740/350212149552124/350212149574037/350212149574086/350212149598705/350212149598721/350212149599174/350212149599281;
K2200860;1;OR;2;2022-03-31T13:53:47;;-;;350839825929521;
K2200863;1;OR;2;2022-03-31T14:00:03;;-;;350839825929331;
K2200864;1;OR;2;2022-03-31T14:01:45;;-;;354868254653795;
K2200862;1;OR;2;2022-03-31T13:58:18;;-;;350839825929471;
K2200861;1;OR;2;2022-03-31T13:56:18;;-;;350839825903542;
K2200865;1;OR;2;2022-03-31T14:04:11;;-;;354868254645247;
K2200866;1;OR;2;2022-03-31T14:06:29;;-;;350635880878375/350635880888143/350635880881676/350635880888309/350635880882328/350635880886832/350635880885024/350635880886626/350635880887954;
K2200867;1;OR;2;2022-03-31T14:10:14;;-;;350635880925986/350635880880454/350635880935936/350635880935050/350635880932099/350635880889935/350635880933956/350635880890313/350635880936009/350635880936538/354868254654538/350635880936645/350635880935944/350635880931240/350635880885909/350635880936439/354868254654488;
K2200875;1;OR;2;2022-04-01T12:12:53;;-;;354868254653928/350635880880330/354868254654454;
K2200876;1;OR;2;2022-04-01T12:14:44;;-;;350839826176866;
K2200877;1;OR;2;2022-04-01T12:16:25;;-;;350839826178847;
K2200879;1;OR;2;2022-04-01T13:32:31;;-;;354868254645908;
K2200892;1;OR;2;2022-04-04T11:30:56;;-;;350839826184811/350839826178417;
K2200894;1;OR;2;2022-04-04T13:21:31;;-;;354868254531355;
K2200893;1;OR;2;2022-04-04T13:19:53;;-;;354868254531710;
K2200928;1;OR;2;2022-04-06T09:11:35;;-;;351946450070056/351946450078638/351946450092019/351946450092035/351946450092308/351946450092340/351946450094668/351946450094726/351946450094767/351946450095053;
K2200942;1;OR;2;2022-04-06T13:24:35;;-;;350839825929414;
K2200956;1;OR;2;2022-04-07T14:53:01;;-;;350839825932376;
K2200955;1;OR;2;2022-04-07T14:49:18;;-;;350839825929851;
K2200957;1;OR;2;2022-04-07T14:58:09;;-;;350839825929612;
K2200963;1;OR;2;2022-04-08T10:52:40;;-;;354868256789118/354868256789472;
K2200964;1;OR;2;2022-04-08T11:00:23;;-;;350839825929760;
K2200977;1;OR;2;2022-04-11T14:52:22;;-;;350839826222850/350839826246156/350839826236702/352353594962109/350839826232131/350839826264225;
K2200984;1;OR;2;2022-04-12T13:43:25;;-;;350839826232057;
K2200985;1;OR;2;2022-04-12T13:45:54;;-;;350839826257211;
K2200986;1;OR;2;2022-04-12T13:49:08;;-;;350839826257419;
K2200987;1;OR;2;2022-04-12T13:53:04;;-;;351946451525629;
K2201002;1;OR;2;2022-04-13T15:22:58;;-;;350839826234855;
K2201003;1;OR;2;2022-04-13T15:24:38;;-;;350019153809120/350019153809203/350019153809278/350019153847724/350019153862277/350019153880139/350019153880147/350019153883257/350019153883307/350019153891086;
K2201004;1;OR;2;2022-04-13T15:25:49;;-;;350019159559018/350019159559794/350019159559976/350019159560123/350019159560271/350019159602776/350019159609003;
K2201006;1;OR;2;2022-04-14T09:12:27;;-;;350635881706310;
K2201007;1;OR;2;2022-04-14T09:14:05;;-;;350635881705445;
K2201017;1;OR;2;2022-04-14T13:14:14;;-;;352353594869619;
K2201032;1;OR;2;2022-04-15T15:06:37;;-;;350635881598972;
K2201033;1;OR;2;2022-04-15T15:10:39;;-;;350635881710668;
K2201042;1;OR;2;2022-04-20T10:29:27;;-;;350839826137108/350839826137975/354868256851470/354868256843402;
K2201047;1;OR;2;2022-04-20T15:42:29;;-;;350839826136324;
K2201048;1;OR;2;2022-04-20T15:44:26;;-;;350839826048248/350839826048321/350839826048487/350839826135045/350839826041672/350839826048131/350839826048149/350839826048198/350839826040146/350839826137165;
K2201067;1;OR;2;2022-04-22T11:17:32;;-;;354868256848799;
K2201068;1;OR;2;2022-04-22T11:22:48;;-;;354868256848021;
K2201069;1;OR;2;2022-04-22T11:26:25;;-;;354868256852312;
K2201072;1;OR;2;2022-04-22T13:35:51;;-;;352353594970052;
K2201073;1;OR;2;2022-04-22T13:41:16;;-;;352353594970136;
K2201074;1;OR;2;2022-04-22T13:45:30;;-;;350839825921981;
K2201075;1;OR;2;2022-04-22T13:50:42;;-;;352353592439811;
K2201077;1;OR;2;2022-04-22T14:00:23;;-;;352353592459967;
K2201078;1;OR;2;2022-04-22T14:09:13;;-;;352353592442013;
K2201101;1;OR;2;2022-04-26T14:57:57;;-;;351946452591240;
K2201122;1;OR;2;2022-04-28T09:46:48;;-;;359609104845545;
K2201132;1;OR;2;2022-04-29T08:56:48;;-;;350839825922039;
K2201139;1;OR;2;2022-04-29T13:35:12;;-;;352353594965102;
K2201141;1;OR;2;2022-04-29T13:39:14;;-;;354868256845100;
K2201140;1;OR;2;2022-04-29T13:37:19;;-;;352353595954626;
K2201142;1;OR;2;2022-04-29T13:41:42;;-;;354868256843303;
K2201143;1;OR;2;2022-04-29T13:52:31;;-;;351946452489965;
K2201144;1;OR;2;2022-04-29T13:55:46;;-;;351946452479214;
K2201153;1;OR;2;2022-05-02T14:13:08;;-;;352353594702760;
K2201152;1;OR;2;2022-05-02T14:09:16;;-;;352353594799634;
K2201154;1;OR;2;2022-05-02T14:15:27;;-;;352353594959576;
K2201155;1;OR;2;2022-05-02T14:19:20;;-;;354868256790603;
K2201156;1;OR;2;2022-05-02T14:38:27;;-;;352353594966415;
K2201157;1;OR;2;2022-05-02T14:40:48;;-;;352353594965698;
K2201158;1;OR;2;2022-05-02T14:42:28;;-;;352353594960137;
K2201165;1;OR;2;2022-05-03T15:12:39;;-;;351946452494338;
K2201173;1;OR;2;2022-05-04T13:52:49;;-;;351946452473274;
K2201175;1;OR;2;2022-05-04T13:58:14;;-;;351946452484396;
K2201174;1;OR;2;2022-05-04T13:55:25;;-;;351946452472318;
K2201177;1;OR;2;2022-05-04T14:03:41;;-;;351946452472557;
K2201215;1;OR;2;2022-05-09T15:24:27;;-;;352353594981232;
K2201214;1;OR;2;2022-05-09T15:22:46;;-;;354868256839053;
K2201216;1;OR;2;2022-05-09T15:26:07;;-;;350839826453513;
K2201226;1;OR;2;2022-05-10T13:49:59;;-;;350839826455047;
K2201228;1;OR;2;2022-05-10T15:20:52;;-;;352321544467461;
K2201230;1;OR;2;2022-05-10T15:42:35;;-;;355490895115123;
K2201231;1;OR;2;2022-05-10T15:45:16;;-;;352321544467552;
K2201239;1;OR;2;2022-05-11T08:22:22;;-;;352353595177665;
K2201242;1;OR;2;2022-05-11T08:23:10;;-;;350839825930792;
K2201238;1;OR;2;2022-05-11T08:22:01;;-;;350839825899963;
K2201243;1;OR;2;2022-05-11T08:23:29;;-;;350839826449495;
K2201237;1;OR;2;2022-05-11T08:21:43;;-;;350839825931113;
K2201240;1;OR;2;2022-05-11T08:22:39;;-;;350839825921932;
